order_date,order_id,customer,grand_total
2013-11-12,CA-2013-145548,Edward Becker,493
2013-10-14,CA-2013-145583,Lena Creighton,256
2013-09-21,CA-2013-145611,Helen Abelman,393
2013-09-12,CA-2013-145625,Kelly Collister,3355
2013-10-05,CA-2013-145709,Anna HŠberlin,64
2013-03-04,CA-2013-145730,Chris Cortes,962
2013-06-18,CA-2013-145842,Fred McMath,41
2013-09-27,CA-2013-145898,Chuck Magee,125
2013-09-19,CA-2013-145905,Anne McFarland,1264
2013-12-19,CA-2013-145919,Henry Goldwyn,802
2013-08-28,CA-2013-145982,Ted Butterfield,550
2013-05-21,CA-2013-146010,Eugene Hildebrand,41
2013-12-15,CA-2013-146143,Michael Chen,133
2013-02-14,CA-2013-146150,Fred McMath,264
2013-11-22,CA-2013-146157,Roger Demir,142
2013-03-12,CA-2013-146171,Julie Prescott,558
2013-09-11,CA-2013-146206,Kean Thornton,1021
2013-01-22,CA-2013-146318,Marc Crier,13
2013-12-15,CA-2013-146325,David Smith,216
2013-12-06,CA-2013-146374,Harold Engle,128
2013-04-22,CA-2013-146423,Brian Thompson,67
2013-01-28,CA-2013-146437,Henry Goldwyn,40
2013-07-22,CA-2013-146521,Corey Catlett,2
2013-11-16,CA-2013-146633,Toby Gnade,1055
2013-10-30,CA-2013-146682,Katrina Willman,67
2013-11-05,CA-2013-146766,Thomas Thornton,193
2013-05-03,CA-2013-146836,Cindy Chapman,91
2013-11-01,CA-2013-146913,Sylvia Foulston,1404
2013-05-23,CA-2013-146934,Art Ferguson,1562
2013-12-11,CA-2013-146941,Delfina Latchford,443
2013-12-19,CA-2013-147067,Justin Deggeller,19
2013-12-18,CA-2013-147109,Adam Hart,217
2013-12-11,CA-2013-147123,Sanjit Jacobs,80
2013-07-05,CA-2013-147137,Anna Andreadi,1376
2013-10-18,CA-2013-147256,Frank Carlisle,2378
2013-06-10,CA-2013-147368,Toby Carlisle,696
2013-06-13,CA-2013-147375,Philisse Overcash,1321
2013-07-26,CA-2013-147417,Christy Brittain,1440
2013-02-02,CA-2013-147431,Adrian Barton,118
2013-05-31,CA-2013-147473,Nancy Lomonaco,39
2013-12-27,CA-2013-147536,Andrew Roberts,90
2013-04-23,CA-2013-147578,Paul Gonzalez,32
2013-11-08,CA-2013-147585,Claudia Bergmann,15
2013-11-14,CA-2013-147683,Philisse Overcash,20
2013-01-31,CA-2013-147970,Aimee Bixby,16
2013-08-17,CA-2013-148096,Anthony O'Donnell,161
2013-08-27,CA-2013-148201,Charles Crestani,6
2013-01-22,CA-2013-148208,Bradley Talbott,166
2013-08-08,CA-2013-148516,Dorothy Wardle,180
2013-06-17,CA-2013-148593,Bill Donatelli,46
2013-12-26,CA-2013-148684,Trudy Schmidt,870
2013-05-03,CA-2013-148698,Bryan Davis,86
2013-11-16,CA-2013-148740,Anna HŠberlin,361
2013-09-26,CA-2013-148747,Aaron Smayling,478
2013-04-15,CA-2013-148796,Philip Brown,384
2013-05-27,CA-2013-148852,Stewart Visinsky,1119
2013-11-06,CA-2013-148908,Joseph Holt,53
2013-04-18,CA-2013-149111,Ben Ferrer,55
2013-09-06,CA-2013-149195,Don Miller,52
2013-09-07,CA-2013-149223,Elpida Rittenbach,78
2013-05-27,CA-2013-149237,Chris McAfee,27
2013-03-16,CA-2013-149272,Muhammed Yedwab,551
2013-04-25,CA-2013-149279,Craig Leslie,1344
2013-07-03,CA-2013-149314,George Bell,195
2013-07-26,CA-2013-149335,Becky Castell,37
2013-11-13,CA-2013-149349,Stephanie Phelps,23
2013-09-16,CA-2013-149370,Dean Braden,5
2013-07-26,CA-2013-149454,Katherine Murray,10
2013-11-14,CA-2013-149461,Adrian Shami,4
2013-11-15,CA-2013-149482,Ralph Ritter,7
2013-12-10,CA-2013-149503,Stephanie Phelps,274
2013-06-06,CA-2013-149671,Ken Brennan,61
2013-10-09,CA-2013-149685,Peter McVee,60
2013-12-04,CA-2013-149762,Roger Demir,545
2013-09-05,CA-2013-149783,Delfina Latchford,131
2013-09-16,CA-2013-149797,Adam Hart,842
2013-04-02,CA-2013-149902,Don Weiss,88
2013-12-23,CA-2013-149916,Emily Ducich,67
2013-06-21,CA-2013-149965,Bill Shonely,65
2013-09-24,CA-2013-149979,Russell Applegate,487
2013-04-09,CA-2013-150000,Patrick Gardner,18
2013-09-12,CA-2013-150007,Adam Shillingsburg,8
2013-02-04,CA-2013-150077,Maribeth Schnelling,90
2013-08-17,CA-2013-150343,Pete Kriz,11
2013-08-24,CA-2013-150350,Maxwell Schwartz,1600
2013-06-01,CA-2013-150483,Beth Paige,252
2013-11-18,CA-2013-150658,Maribeth Schnelling,11
2013-03-21,CA-2013-150889,Peter BŸhler,12
2013-12-19,CA-2013-150945,Julie Kriz,900
2013-08-07,CA-2013-151092,Vivek Gonzalez,211
2013-08-21,CA-2013-151141,Dianna Wilson,15
2013-09-13,CA-2013-151148,Philisse Overcash,230
2013-12-21,CA-2013-151155,Alejandro Ballentine,34
2013-10-22,CA-2013-151169,Muhammed Yedwab,8
2013-10-24,CA-2013-151323,Alejandro Ballentine,17
2013-09-06,CA-2013-151372,Joseph Holt,112
2013-04-22,CA-2013-151498,Duane Noonan,8
2013-12-27,CA-2013-151512,Sally Hughsby,19
2013-09-02,CA-2013-151561,Patrick Gardner,744
2013-09-23,CA-2013-151974,Robert Dilbeck,17
2013-01-15,CA-2013-152072,Dean percer,312
2013-11-28,CA-2013-152121,Craig Carreira,272
2013-11-09,CA-2013-152156,Claire Gute,994
2013-07-02,CA-2013-152163,Jay Fein,86
2013-11-13,CA-2013-152170,Frank Hawley,383
2013-11-08,CA-2013-152247,Michelle Arnett,1603
2013-08-27,CA-2013-152289,Linda Cazamias,1185
2013-06-27,CA-2013-152331,Lela Donovan,5
2013-05-16,CA-2013-152408,Thomas Thornton,14
2013-09-13,CA-2013-152457,Steve Chapman,69
2013-07-09,CA-2013-152471,Zuschuss Donatelli,840
2013-07-09,CA-2013-152520,Thea Hudgings,13
2013-06-21,CA-2013-152534,Dave Poirier,44
2013-03-30,CA-2013-152555,Maria Etezadi,1702
2013-10-28,CA-2013-152632,Jeremy Ellison,40
2013-11-22,CA-2013-152646,Tiffany House,32
2013-10-18,CA-2013-152688,Nick Radford,437
2013-05-31,CA-2013-152730,Eugene Moren,1283
2013-06-16,CA-2013-152765,Lynn Smith,173
2013-04-14,CA-2013-152800,Susan Pistek,6
2013-04-29,CA-2013-152814,Erica Hernandez,29
2013-11-11,CA-2013-152940,Rose O'Brian,30
2013-09-09,CA-2013-153101,Pauline Johnson,146
2013-09-12,CA-2013-153157,Trudy Brown,225
2013-09-15,CA-2013-153178,Clay Ludtke,1111
2013-09-04,CA-2013-153185,Matt Hagelstein,31
2013-03-10,CA-2013-153269,Pamela Stobb,436
2013-10-26,CA-2013-153318,Jill Stevenson,784
2013-01-25,CA-2013-153346,Todd Boyes,27
2013-08-19,CA-2013-153353,Greg Guthrie,40
2013-06-28,CA-2013-153577,Katharine Harms,577
2013-12-04,CA-2013-153598,Neoma Murray,1762
2013-01-30,CA-2013-153661,Steven Cartwright,382
2013-05-31,CA-2013-153682,Brooke Gillingham,840
2013-10-31,CA-2013-153836,Edward Hooks,144
2013-10-14,CA-2013-154018,Helen Andreada,362
2013-03-05,CA-2013-154053,Michael Granlund,17
2013-05-03,CA-2013-154060,Dan Lawera,187
2013-02-01,CA-2013-154067,Suzanne McNair,106
2013-05-23,CA-2013-154081,Jim Epp,222
2013-09-25,CA-2013-154235,Ruben Dartt,128
2013-05-24,CA-2013-154403,Anne Pryor,5
2013-11-17,CA-2013-154508,Ruben Dartt,28
2013-09-06,CA-2013-154536,Jasper Cacioppo,10
2013-06-10,CA-2013-154662,Benjamin Farhat,693
2013-08-16,CA-2013-154690,Christopher Conant,225
2013-11-23,CA-2013-154711,Todd Boyes,73
2013-12-11,CA-2013-154739,Logan Haushalter,322
2013-06-29,CA-2013-154767,Becky Pak,476
2013-05-01,CA-2013-154788,John Lee,8
2013-04-08,CA-2013-154998,Erin Smith,38
2013-06-14,CA-2013-155005,Sample Company A,378
2013-10-08,CA-2013-155033,Cindy Chapman,11
2013-09-09,CA-2013-155138,Jill Matthias,100
2013-12-27,CA-2013-155166,Brenda Bowman,239
2013-09-25,CA-2013-155187,Laura Armstrong,84
2013-12-18,CA-2013-155383,Steve Carroll,47
2013-09-15,CA-2013-155439,Parhena Norris,26
2013-12-17,CA-2013-155446,Tanja Norvell,21
2013-07-09,CA-2013-155474,Chris Cortes,127
2013-09-02,CA-2013-155481,Dean Katz,71
2013-11-14,CA-2013-155488,Frank Merwin,44
2013-10-22,CA-2013-155516,Michael Kennedy,1179
2013-12-18,CA-2013-155530,Charles McCrossin,2004
2013-04-19,CA-2013-155551,Clay Rozendal,240
2013-05-29,CA-2013-155565,Edward Hooks,55
2013-08-14,CA-2013-155670,Erin Mull,22
2013-06-15,CA-2013-155747,Jim Sink,337
2013-08-13,CA-2013-155845,Chris McAfee,1400
2013-08-02,CA-2013-155978,Thomas Seio,1086
2013-10-02,CA-2013-155992,Chris Cortes,112
2013-08-14,CA-2013-156251,Theresa Swint,250
2013-08-03,CA-2013-156265,Barry Franzšsisch,483
2013-12-30,CA-2013-156300,Troy Blackwell,754
2013-10-15,CA-2013-156503,Nathan Cano,305
2013-05-30,CA-2013-156573,Raymond Buch,60
2013-07-09,CA-2013-156685,Scot Coram,911
2013-12-01,CA-2013-156748,Bruce Stewart,934
2013-10-28,CA-2013-156811,Bart Pistole,69
2013-07-17,CA-2013-157000,Alice McCarthy,57
2013-07-17,CA-2013-157161,Jonathan Doherty,199
2013-07-20,CA-2013-157217,Tracy Collins,426
2013-05-20,CA-2013-157245,Laurel Elliston,642
2013-12-25,CA-2013-157259,Jessica Myrick,800
2013-05-27,CA-2013-157266,Toby Braunhardt,83
2013-11-06,CA-2013-157280,Liz Willingham,1121
2013-12-02,CA-2013-157336,Shirley Jackson,840
2013-11-20,CA-2013-157364,Liz Thompson,18
2013-09-19,CA-2013-157511,Seth Vernon,107
2013-07-15,CA-2013-157588,Anemone Ratner,88
2013-10-02,CA-2013-157686,Brian DeCherney,195
2013-10-11,CA-2013-157707,Corey Catlett,228
2013-09-27,CA-2013-157714,Charles Sheldon,10
2013-12-30,CA-2013-157742,Ken Lonsdale,28
2013-06-05,CA-2013-157749,Ken Lonsdale,678
2013-07-19,CA-2013-157763,Katharine Harms,141
2013-12-24,CA-2013-157791,Carol Adams,2000
2013-12-24,CA-2013-157868,Matt Collister,25
2013-08-24,CA-2013-158001,Jennifer Patt,1091
2013-01-31,CA-2013-158043,Jason Klamczynski,23
2013-09-04,CA-2013-158099,Paul Knutson,1422
2013-05-03,CA-2013-158155,Edward Hooks,331
2013-01-04,CA-2013-158211,Ben Peterman,109
2013-11-05,CA-2013-158260,Cindy Chapman,686
2013-12-09,CA-2013-158302,Julia Barnett,11
2013-03-05,CA-2013-158358,Eleni McCrary,160
2013-05-18,CA-2013-158435,Arthur Gainer,253
2013-05-31,CA-2013-158547,Justin MacKendrick,124
2013-08-30,CA-2013-158568,Rick Bensley,162
2013-11-19,CA-2013-158575,Sean Braxton,104
2013-09-20,CA-2013-158610,Clytie Kelty,70
2013-09-23,CA-2013-158617,Anna Chung,36
2013-11-11,CA-2013-158694,Arianne Irving,1467
2013-09-06,CA-2013-158778,Dean Braden,1025
2013-01-07,CA-2013-158806,Neoma Murray,49
2013-03-14,CA-2013-158834,Tamara Willingham,361
2013-02-02,CA-2013-158841,Sanjit Engle,8805
2013-08-07,CA-2013-158869,Anna HŠberlin,71
2013-10-25,CA-2013-158925,Jennifer Patt,16
2013-09-24,CA-2013-159009,Dave Poirier,198
2013-03-11,CA-2013-159016,Karen Ferguson,4174
2013-11-04,CA-2013-159023,Natalie Webber,184
2013-04-05,CA-2013-159142,Maria Etezadi,178
2013-11-02,CA-2013-159212,Katherine Murray,274
2013-06-18,CA-2013-159345,Ivan Gibson,112
2013-03-14,CA-2013-159373,Liz Thompson,629
2013-11-28,CA-2013-159639,Pamela Coakley,32
2013-05-23,CA-2013-159653,Jeremy Farry,15
2013-04-06,CA-2013-159695,Gary Mitchum,158
2013-09-18,CA-2013-159730,Sanjit Jacobs,219
2013-09-04,CA-2013-159737,Carlos Soltero,9
2013-05-10,CA-2013-159765,Thea Hendricks,28
2013-01-31,CA-2013-159891,Ben Ferrer,1396
2013-08-30,CA-2013-159912,George Bell,420
2013-07-08,CA-2013-159940,Barry Franzšsisch,340
2013-12-10,CA-2013-159989,Emily Burns,41
2013-12-09,CA-2013-160108,Arthur Gainer,1086
2013-11-24,CA-2013-160129,Luke Schmidt,101
2013-11-04,CA-2013-160136,Patrick Jones,9
2013-10-21,CA-2013-160220,Joy Smith,339
2013-06-27,CA-2013-160234,Phillip Flathmann,136
2013-11-30,CA-2013-160241,Daniel Raglin,242
2013-01-02,CA-2013-160304,Brendan Murry,406
2013-09-16,CA-2013-160479,Angele Hood,35
2013-12-31,CA-2013-160486,Evan Henry,72
2013-05-06,CA-2013-160500,Darrin Martin,305
2013-11-26,CA-2013-160535,Barry Pond,883
2013-08-27,CA-2013-160598,Stuart Van,31
2013-06-07,CA-2013-160717,Maria Etezadi,3528
2013-12-12,CA-2013-160745,Anthony Rawles,633
2013-09-06,CA-2013-160815,Toby Ritter,278
2013-07-22,CA-2013-160941,Damala Kotsonis,423
2013-12-04,CA-2013-161025,Gary McGarr,773
2013-06-29,CA-2013-161095,Chris Selesnick,41
2013-05-10,CA-2013-161158,Paul Stevenson,8
2013-08-30,CA-2013-161207,Adam Bellavance,28
2013-03-27,CA-2013-161361,Mark Van Huff,35
2013-12-06,CA-2013-161389,Irene Maddox,408
2013-04-02,CA-2013-161473,Thomas Boland,46
2013-05-11,CA-2013-161543,Roger Demir,12
2013-02-07,CA-2013-161662,Bobby Elias,30
2013-11-08,CA-2013-161669,Eudokia Martin,90
2013-07-19,CA-2013-161676,Jennifer Patt,34
2013-10-22,CA-2013-161746,Carlos Soltero,615
2013-09-30,CA-2013-161781,Chad Cunningham,41
2013-04-29,CA-2013-161816,Nona Balk,385
2013-04-06,CA-2013-161907,Justin Hirsh,888
2013-06-28,CA-2013-161928,Anna Chung,202
2013-03-15,CA-2013-162082,John Stevenson,392
2013-07-19,CA-2013-162110,Nora Paige,56
2013-04-24,CA-2013-162138,Grace Kelly,352
2013-09-17,CA-2013-162159,Corey Roper,122
2013-12-12,CA-2013-162187,Noel Staavos,1253
2013-04-04,CA-2013-162222,Steven Roelle,10
2013-11-05,CA-2013-162236,Elpida Rittenbach,1107
2013-11-28,CA-2013-162313,Victoria Brennan,167
2013-11-11,CA-2013-162348,Ben Ferrer,10
2013-07-01,CA-2013-162355,Philip Fox,1303
2013-09-06,CA-2013-162383,Maribeth Dona,103
2013-12-07,CA-2013-162390,Dave Poirier,1671
2013-07-24,CA-2013-162404,Neil Franzšsisch,11
2013-10-08,CA-2013-162614,Tim Brockman,27
2013-12-28,CA-2013-162726,Meg Tillman,34
2013-05-12,CA-2013-162733,Ted Trevino,6
2013-03-21,CA-2013-162747,Aaron Hawkins,86
2013-03-29,CA-2013-162901,Aaron Smayling,31
2013-07-25,CA-2013-162943,Darren Budd,254
2013-02-08,CA-2013-163048,Mark Haberlin,242
2013-03-22,CA-2013-163153,Dario Medina,101
2013-11-29,CA-2013-163167,Randy Ferguson,2674
2013-08-27,CA-2013-163174,Xylona Preis,187
2013-09-28,CA-2013-163202,Brian Moss,3
2013-10-08,CA-2013-163216,Arthur Wiediger,5
2013-11-05,CA-2013-163328,Tracy Poddar,1465
2013-11-11,CA-2013-163384,Chuck Clark,46
2013-05-04,CA-2013-163398,Christy Brittain,56
2013-11-25,CA-2013-163573,Amy Cox,1220
2013-04-13,CA-2013-163594,Jason Fortune-,250
2013-12-06,CA-2013-163636,Mike Pelletier,4
2013-11-05,CA-2013-163755,Alejandro Savely,210
2013-07-20,CA-2013-163776,Joy Smith,1111
2013-12-03,CA-2013-163804,Deborah Brumfield,2782
2013-01-10,CA-2013-163937,Joy Bell-,25
2013-12-31,CA-2013-163951,Carl Jackson,17
2013-10-18,CA-2013-163972,Michael Granlund,121
2013-09-04,CA-2013-163986,Jennifer Jackson,55
2013-06-13,CA-2013-164035,Craig Reiter,23
2013-09-18,CA-2013-164091,Laura Armstrong,547
2013-09-12,CA-2013-164154,Nick Zandusky,60
2013-09-11,CA-2013-164350,Catherine Glotzbach,68
2013-11-13,CA-2013-164399,Dianna Wilson,878
2013-01-30,CA-2013-164483,Jeremy Farry,17
2013-09-06,CA-2013-164490,Stephanie Ulpright,9
2013-11-20,CA-2013-164511,Doug Jacobs,148
2013-07-30,CA-2013-164574,Ritsa Hightower,732
2013-03-05,CA-2013-164637,Rick Duston,128
2013-05-09,CA-2013-164672,George Bell,212
2013-04-15,CA-2013-164735,Tom Boeckenhauer,81
2013-12-03,CA-2013-164770,Muhammed Yedwab,813
2013-05-02,CA-2013-164784,Herbert Flentye,377
2013-06-04,CA-2013-164889,Christine Phan,71
2013-11-08,CA-2013-164896,Penelope Sewall,13
2013-07-11,CA-2013-164924,Erin Ashbrook,342
2013-02-11,CA-2013-164938,Phillip Breyer,70
2013-02-25,CA-2013-165015,Bruce Degenhardt,47
2013-10-23,CA-2013-165148,Peter McVee,31
2013-06-06,CA-2013-165169,Janet Lee,386
2013-03-06,CA-2013-165218,Rob Williams,162
2013-07-24,CA-2013-165316,Jennifer Braxton,324
2013-12-12,CA-2013-165330,William Brown,1938
2013-11-26,CA-2013-165470,Heather Jas,5
2013-10-24,CA-2013-165484,Heather Kirkland,71
2013-11-25,CA-2013-165561,Clay Rozendal,25
2013-05-16,CA-2013-165673,Michael Nguyen,15
2013-09-27,CA-2013-165820,Dorothy Wardle,13
2013-11-05,CA-2013-165827,Maureen Fritzler,50
2013-06-05,CA-2013-165848,Edward Nazzal,1563
2013-09-11,CA-2013-165918,Bryan Davis,143
2013-08-31,CA-2013-165995,Bruce Geld,387
2013-08-16,CA-2013-166163,Craig Yedwab,75
2013-11-19,CA-2013-166226,Tracy Collins,129
2013-06-25,CA-2013-166240,Dave Hallsten,9
2013-10-25,CA-2013-166275,Sonia Sunley,200
2013-04-17,CA-2013-166282,Pete Kriz,158
2013-10-22,CA-2013-166373,Jill Fjeld,106
2013-05-31,CA-2013-166380,Edward Becker,139
2013-09-03,CA-2013-166429,Toby Gnade,1000
2013-11-05,CA-2013-166443,Lisa Hazard,38
2013-02-20,CA-2013-166485,Alan Hwang,16
2013-11-15,CA-2013-166618,Darren Powers,38
2013-04-15,CA-2013-166625,Jill Matthias,25
2013-09-23,CA-2013-166653,Nora Pelletier,64
2013-04-02,CA-2013-166674,Raymond Buch,561
2013-09-21,CA-2013-166772,Heather Jas,164
2013-01-15,CA-2013-166912,Bill Eplett,82
2013-04-05,CA-2013-167115,Evan Henry,589
2013-08-16,CA-2013-167241,Bill Donatelli,533
2013-10-31,CA-2013-167290,Jason Fortune-,12
2013-05-13,CA-2013-167416,Jill Matthias,55
2013-12-23,CA-2013-167507,Sue Ann Reed,66
2013-03-30,CA-2013-167556,Janet Martin,499
2013-08-13,CA-2013-167584,Lena Cacioppo,6
2013-04-29,CA-2013-167605,Rob Beeghly,30
2013-04-04,CA-2013-167682,Zuschuss Donatelli,331
2013-03-04,CA-2013-167759,Craig Carreira,135
2013-08-22,CA-2013-167983,Rachel Payne,33
2013-01-30,CA-2013-168032,David Flashing,2068
2013-01-25,CA-2013-168046,Jonathan Doherty,832
2013-04-25,CA-2013-168081,Cathy Armstrong,259
2013-09-20,CA-2013-168354,Rick Huthwaite,2545
2013-06-22,CA-2013-168361,Ken Brennan,1
2013-12-21,CA-2013-168536,Stuart Calhoun,66
2013-07-04,CA-2013-168543,Dean Katz,707
2013-09-20,CA-2013-168557,Frank Hawley,9
2013-05-30,CA-2013-168753,Rob Lucas,1003
2013-09-05,CA-2013-168774,Roy Phan,535
2013-11-08,CA-2013-168830,Marina Lichtenstein,480
2013-06-01,CA-2013-168844,Neoma Murray,187
2013-11-04,CA-2013-168893,Arthur Prichep,904
2013-10-21,CA-2013-168921,Andrew Gjertsen,19
2013-02-16,CA-2013-168956,Erin Ashbrook,167
2013-08-09,CA-2013-169026,Corinna Mitchell,23
2013-03-09,CA-2013-169103,Zuschuss Carroll,1466
2013-05-10,CA-2013-169166,Sonia Sunley,94
2013-06-21,CA-2013-169194,Lena Hernandez,67
2013-07-15,CA-2013-169215,Richard Eichhorn,30
2013-10-22,CA-2013-169334,Giulietta Weimer,112
2013-03-11,CA-2013-169663,Rick Huthwaite,3384
2013-12-26,CA-2013-169670,Joe Elijah,2563
2013-12-13,CA-2013-169824,Noel Staavos,107
2013-11-26,CA-2013-169838,Brenda Bowman,1746
2013-10-23,CA-2013-169887,MaryBeth Skach,117
2013-06-12,CA-2013-169922,Mary Zewe,22
2013-05-20,CA-2013-169943,Bradley Nguyen,821
2013-09-27,CA-2013-169957,Steve Nguyen,367
2013-09-05,CA-2013-169971,Ivan Liston,66
2014-11-07,CA-2014-100013,Zuschuss Carroll,30
2014-05-29,CA-2014-100055,Michael Dominguez,153
2014-11-27,CA-2014-100097,Michael Nguyen,1115
2014-09-21,CA-2014-100111,Seth Vernon,7360
2014-09-08,CA-2014-100160,Cassandra Brandow,50
2014-01-01,CA-2014-100202,Brian DeCherney,302
2014-07-06,CA-2014-100223,Linda Southworth,396
2014-12-12,CA-2014-100230,Allen Armold,150
2014-10-16,CA-2014-100237,Stuart Van,12
2014-09-30,CA-2014-100314,Ann Steele,372
2014-09-08,CA-2014-100335,Nicole Fjeld,73
2014-10-22,CA-2014-100356,Susan Pistek,24
2014-06-25,CA-2014-100384,Nicole Hansen,421
2014-12-23,CA-2014-100412,Sharelle Roach,142
2014-06-05,CA-2014-100426,Dan Campbell,12
2014-08-12,CA-2014-100433,Sanjit Jacobs,26
2014-04-01,CA-2014-100524,Chad McGuire,782
2014-08-14,CA-2014-100580,Michael Kennedy,36
2014-11-17,CA-2014-100601,Jay Kimmel,49
2014-04-21,CA-2014-100615,Sarah Jordon,347
2014-11-04,CA-2014-100622,Dave Kipp,1031
2014-06-27,CA-2014-100636,Denny Ordway,273
2014-06-30,CA-2014-100650,Dean Katz,1296
2014-05-14,CA-2014-100748,Ross Baird,58
2014-09-05,CA-2014-100783,Julie Kriz,30
2014-11-22,CA-2014-100811,Cindy Chapman,48
2014-09-10,CA-2014-100825,Keith Dawkins,100
2014-11-18,CA-2014-100902,Clytie Kelty,699
2014-06-10,CA-2014-100951,Noah Childs,721
2014-08-30,CA-2014-101014,Rick Wilson,148
2014-11-20,CA-2014-101042,Adrian Barton,844
2014-06-22,CA-2014-101049,Alan Shonely,59
2014-03-26,CA-2014-101077,Duane Benoit,7
2014-09-05,CA-2014-101182,Katrina Bavinger,56
2014-08-26,CA-2014-101210,Don Weiss,13
2014-11-28,CA-2014-101245,Lindsay Williams,411
2014-08-28,CA-2014-101273,Shui Tom,14
2014-10-03,CA-2014-101308,Frank Gastineau,94
2014-12-29,CA-2014-101322,Jason Gross,341
2014-06-21,CA-2014-101434,Toby Ritter,250
2014-07-30,CA-2014-101483,Anna Gayman,61
2014-09-29,CA-2014-101574,Bruce Degenhardt,9
2014-10-23,CA-2014-101581,David Wiener,177
2014-03-25,CA-2014-101637,Ann Chong,13
2014-11-26,CA-2014-101665,Tracy Zic,5
2014-04-24,CA-2014-101700,Sean O'Donnell,30
2014-08-20,CA-2014-101728,Sonia Cooley,2
2014-10-04,CA-2014-101749,Aaron Smayling,171
2014-12-12,CA-2014-101798,Mike Vittorini,63
2014-12-02,CA-2014-101805,Sally Hughsby,628
2014-11-25,CA-2014-101945,Greg Tran,11
2014-03-01,CA-2014-101959,Duane Benoit,18
2014-12-19,CA-2014-102099,Emily Phan,52
2014-07-14,CA-2014-102155,Rick Reed,374
2014-12-21,CA-2014-102197,David Kendrick,364
2014-05-02,CA-2014-102204,Caroline Jumper,3741
2014-09-03,CA-2014-102218,Luke Weiss,12
2014-12-01,CA-2014-102267,Stuart Calhoun,2
2014-09-24,CA-2014-102309,Doug O'Connell,213
2014-06-14,CA-2014-102337,Shirley Daniels,683
2014-12-03,CA-2014-102379,Brenda Bowman,1379
2014-12-10,CA-2014-102407,Alyssa Tate,1096
2014-05-16,CA-2014-102414,Joseph Airdo,50
2014-11-28,CA-2014-102519,Brian Moss,191
2014-06-12,CA-2014-102554,Kristina Nunn,4
2014-11-05,CA-2014-102610,Christina Anderson,248
2014-12-10,CA-2014-102659,Luke Weiss,55
2014-10-27,CA-2014-102729,Benjamin Farhat,56
2014-09-06,CA-2014-102736,Liz Preis,177
2014-09-05,CA-2014-102750,Greg Maxwell,1322
2014-04-01,CA-2014-102771,Denny Ordway,85
2014-05-08,CA-2014-102820,Carlos Soltero,420
2014-03-10,CA-2014-102834,Lindsay Williams,200
2014-11-06,CA-2014-102925,Christina DeMoss,796
2014-07-01,CA-2014-102946,Victor Preis,76
2014-09-23,CA-2014-102967,Michael Granlund,67
2014-09-20,CA-2014-102974,Dave Poirier,190
2014-11-04,CA-2014-103009,Patrick Jones,26
2014-10-21,CA-2014-103065,Pete Takahito,60
2014-11-24,CA-2014-103156,Tamara Dahlen,24
2014-10-14,CA-2014-103212,Michelle Huthwaite,1542
2014-11-28,CA-2014-103352,Resi Pšlking,114
2014-11-22,CA-2014-103380,Barry Franz,740
2014-12-04,CA-2014-103415,Mark Van Huff,14
2014-12-18,CA-2014-103443,Annie Thurman,316
2014-07-22,CA-2014-103478,Kelly Lampkin,97
2014-11-21,CA-2014-103499,Erica Smith,210
2014-07-24,CA-2014-103506,Lisa Ryan,41
2014-09-24,CA-2014-103520,Maya Herman,9
2014-09-13,CA-2014-103611,Jessica Myrick,8
2014-11-25,CA-2014-103765,Jason Gross,14
2014-09-08,CA-2014-103877,Robert Dilbeck,1578
2014-12-02,CA-2014-103968,Max Ludwig,630
2014-10-08,CA-2014-104003,Debra Catini,308
2014-04-24,CA-2014-104010,Tamara Dahlen,55
2014-08-30,CA-2014-104024,Michael Dominguez,9
2014-12-06,CA-2014-104066,Quincy Jones,205
2014-03-09,CA-2014-104080,Alan Hwang,175
2014-12-03,CA-2014-104108,Roy Phan,12
2014-11-02,CA-2014-104136,Sandra Flanagan,231
2014-01-31,CA-2014-104220,Benjamin Venier,340
2014-05-14,CA-2014-104318,Frank Hawley,21
2014-12-17,CA-2014-104381,Ross DeVincentis,33
2014-07-06,CA-2014-104388,Damala Kotsonis,80
2014-05-13,CA-2014-104577,Chloris Kastensmidt,88
2014-01-25,CA-2014-104619,Keith Dawkins,413
2014-11-11,CA-2014-104640,Frank Hawley,1362
2014-02-24,CA-2014-104647,Clytie Kelty,37
2014-07-22,CA-2014-104731,Anne McFarland,952
2014-05-30,CA-2014-104745,Guy Thornton,79
2014-02-14,CA-2014-104801,Fred Harton,914
2014-10-21,CA-2014-104822,Rick Bensley,25
2014-06-14,CA-2014-104850,Tamara Willingham,291
2014-11-19,CA-2014-104864,Jim Sink,553
2014-03-03,CA-2014-104885,Dorothy Badders,627
2014-02-14,CA-2014-104906,Jennifer Patt,18
2014-11-19,CA-2014-104913,Dave Kipp,75
2014-12-23,CA-2014-104927,Alex Grayson,108
2014-07-08,CA-2014-105053,Christine Sundaresam,17
2014-06-25,CA-2014-105074,Maria Bertelson,22
2014-11-22,CA-2014-105130,Patrick Jones,52
2014-11-05,CA-2014-105144,Sam Zeldin,24
2014-03-26,CA-2014-105193,John Lee,11
2014-06-17,CA-2014-105214,Troy Staebel,1232
2014-12-06,CA-2014-105235,Suzanne McNair,335
2014-08-21,CA-2014-105326,Kean Thornton,26
2014-12-01,CA-2014-105333,Victor Preis,899
2014-03-20,CA-2014-105410,Natalie DeCherney,977
